report_id,entity_type,entity_value,analytical_relevance
TRN01455,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01456,ipv4,198.51.100.137,Possible C2 or scanning source/destination address
TRN01456,domain,node-1456-sync.example,Possible C2/phishing infrastructure domain
TRN01459,ipv4,198.51.100.140,Possible C2 or scanning source/destination address
TRN01459,domain,node-1459-sync.example,Possible C2/phishing infrastructure domain
TRN01459,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01461,ipv4,198.51.100.142,Possible C2 or scanning source/destination address
TRN01461,domain,node-1461-sync.example,Possible C2/phishing infrastructure domain
TRN01463,ipv4,198.51.100.144,Possible C2 or scanning source/destination address
TRN01463,domain,node-1463-sync.example,Possible C2/phishing infrastructure domain
TRN01463,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01467,ipv4,198.51.100.148,Possible C2 or scanning source/destination address
TRN01467,domain,node-1467-sync.example,Possible C2/phishing infrastructure domain
TRN01468,ipv4,198.51.100.149,Possible C2 or scanning source/destination address
TRN01468,domain,node-1468-sync.example,Possible C2/phishing infrastructure domain
TRN01468,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01470,ipv4,198.51.100.151,Possible C2 or scanning source/destination address
TRN01470,domain,node-1470-sync.example,Possible C2/phishing infrastructure domain
TRN01472,ipv4,198.51.100.153,Possible C2 or scanning source/destination address
TRN01472,domain,node-1472-sync.example,Possible C2/phishing infrastructure domain
TRN01473,ipv4,198.51.100.154,Possible C2 or scanning source/destination address
TRN01473,domain,node-1473-sync.example,Possible C2/phishing infrastructure domain
TRN01474,ipv4,198.51.100.155,Possible C2 or scanning source/destination address
TRN01474,domain,node-1474-sync.example,Possible C2/phishing infrastructure domain
TRN01474,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01476,ipv4,198.51.100.157,Possible C2 or scanning source/destination address
TRN01476,domain,node-1476-sync.example,Possible C2/phishing infrastructure domain
TRN01476,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01477,ipv4,198.51.100.158,Possible C2 or scanning source/destination address
TRN01477,domain,node-1477-sync.example,Possible C2/phishing infrastructure domain
TRN01477,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01477,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01482,ipv4,198.51.100.163,Possible C2 or scanning source/destination address
TRN01482,domain,node-1482-sync.example,Possible C2/phishing infrastructure domain
TRN01482,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01484,ipv4,198.51.100.165,Possible C2 or scanning source/destination address
TRN01484,domain,node-1484-sync.example,Possible C2/phishing infrastructure domain
TRN01488,ipv4,198.51.100.169,Possible C2 or scanning source/destination address
TRN01488,domain,node-1488-sync.example,Possible C2/phishing infrastructure domain
TRN01489,ipv4,198.51.100.170,Possible C2 or scanning source/destination address
TRN01489,domain,node-1489-sync.example,Possible C2/phishing infrastructure domain
TRN01494,ipv4,198.51.100.175,Possible C2 or scanning source/destination address
TRN01494,domain,node-1494-sync.example,Possible C2/phishing infrastructure domain
TRN01494,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01497,ipv4,198.51.100.178,Possible C2 or scanning source/destination address
TRN01497,domain,node-1497-sync.example,Possible C2/phishing infrastructure domain
TRN01497,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01500,ipv4,198.51.100.181,Possible C2 or scanning source/destination address
TRN01500,domain,node-1500-sync.example,Possible C2/phishing infrastructure domain
TRN01507,ipv4,198.51.100.188,Possible C2 or scanning source/destination address
TRN01507,domain,node-1507-sync.example,Possible C2/phishing infrastructure domain
TRN01507,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01507,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01509,ipv4,198.51.100.190,Possible C2 or scanning source/destination address
TRN01509,domain,node-1509-sync.example,Possible C2/phishing infrastructure domain
TRN01510,ipv4,198.51.100.191,Possible C2 or scanning source/destination address
TRN01510,domain,node-1510-sync.example,Possible C2/phishing infrastructure domain
TRN01513,ipv4,198.51.100.194,Possible C2 or scanning source/destination address
TRN01513,domain,node-1513-sync.example,Possible C2/phishing infrastructure domain
TRN01516,ipv4,198.51.100.197,Possible C2 or scanning source/destination address
TRN01516,domain,node-1516-sync.example,Possible C2/phishing infrastructure domain
TRN01516,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01517,ipv4,198.51.100.198,Possible C2 or scanning source/destination address
TRN01517,domain,node-1517-sync.example,Possible C2/phishing infrastructure domain
TRN01519,ipv4,198.51.100.200,Possible C2 or scanning source/destination address
TRN01519,domain,node-1519-sync.example,Possible C2/phishing infrastructure domain
TRN01519,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01522,ipv4,198.51.100.203,Possible C2 or scanning source/destination address
TRN01522,domain,node-1522-sync.example,Possible C2/phishing infrastructure domain
TRN01525,ipv4,198.51.100.206,Possible C2 or scanning source/destination address
TRN01525,domain,node-1525-sync.example,Possible C2/phishing infrastructure domain
TRN01525,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01531,ipv4,198.51.100.212,Possible C2 or scanning source/destination address
TRN01531,domain,node-1531-sync.example,Possible C2/phishing infrastructure domain
TRN01533,ipv4,198.51.100.214,Possible C2 or scanning source/destination address
TRN01533,domain,node-1533-sync.example,Possible C2/phishing infrastructure domain
TRN01538,ipv4,198.51.100.219,Possible C2 or scanning source/destination address
TRN01538,domain,node-1538-sync.example,Possible C2/phishing infrastructure domain
TRN01541,ipv4,198.51.100.2,Possible C2 or scanning source/destination address
TRN01541,domain,node-1541-sync.example,Possible C2/phishing infrastructure domain
TRN01543,ipv4,198.51.100.4,Possible C2 or scanning source/destination address
TRN01543,domain,node-1543-sync.example,Possible C2/phishing infrastructure domain
TRN01557,ipv4,198.51.100.18,Possible C2 or scanning source/destination address
TRN01557,domain,node-1557-sync.example,Possible C2/phishing infrastructure domain
TRN01557,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01558,ipv4,198.51.100.19,Possible C2 or scanning source/destination address
TRN01558,domain,node-1558-sync.example,Possible C2/phishing infrastructure domain
TRN01562,ipv4,198.51.100.23,Possible C2 or scanning source/destination address
TRN01562,domain,node-1562-sync.example,Possible C2/phishing infrastructure domain
TRN01565,ipv4,198.51.100.26,Possible C2 or scanning source/destination address
TRN01565,domain,node-1565-sync.example,Possible C2/phishing infrastructure domain
TRN01566,ipv4,198.51.100.27,Possible C2 or scanning source/destination address
TRN01566,domain,node-1566-sync.example,Possible C2/phishing infrastructure domain
TRN01566,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01568,ipv4,198.51.100.29,Possible C2 or scanning source/destination address
TRN01568,domain,node-1568-sync.example,Possible C2/phishing infrastructure domain
TRN01571,ipv4,198.51.100.32,Possible C2 or scanning source/destination address
TRN01571,domain,node-1571-sync.example,Possible C2/phishing infrastructure domain
TRN01572,ipv4,198.51.100.33,Possible C2 or scanning source/destination address
TRN01572,domain,node-1572-sync.example,Possible C2/phishing infrastructure domain
TRN01575,ipv4,198.51.100.36,Possible C2 or scanning source/destination address
TRN01575,domain,node-1575-sync.example,Possible C2/phishing infrastructure domain
TRN01580,ipv4,198.51.100.41,Possible C2 or scanning source/destination address
TRN01580,domain,node-1580-sync.example,Possible C2/phishing infrastructure domain
TRN01581,ipv4,198.51.100.42,Possible C2 or scanning source/destination address
TRN01581,domain,node-1581-sync.example,Possible C2/phishing infrastructure domain
TRN01583,ipv4,198.51.100.44,Possible C2 or scanning source/destination address
TRN01583,domain,node-1583-sync.example,Possible C2/phishing infrastructure domain
TRN01583,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01584,ipv4,198.51.100.45,Possible C2 or scanning source/destination address
TRN01584,domain,node-1584-sync.example,Possible C2/phishing infrastructure domain
TRN01588,ipv4,198.51.100.49,Possible C2 or scanning source/destination address
TRN01588,domain,node-1588-sync.example,Possible C2/phishing infrastructure domain
TRN01589,ipv4,198.51.100.50,Possible C2 or scanning source/destination address
TRN01589,domain,node-1589-sync.example,Possible C2/phishing infrastructure domain
TRN01589,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01590,ipv4,198.51.100.51,Possible C2 or scanning source/destination address
TRN01590,domain,node-1590-sync.example,Possible C2/phishing infrastructure domain
TRN01592,ipv4,198.51.100.53,Possible C2 or scanning source/destination address
TRN01592,domain,node-1592-sync.example,Possible C2/phishing infrastructure domain
TRN01599,ipv4,198.51.100.60,Possible C2 or scanning source/destination address
TRN01599,domain,node-1599-sync.example,Possible C2/phishing infrastructure domain
TRN01600,ipv4,198.51.100.61,Possible C2 or scanning source/destination address
TRN01600,domain,node-1600-sync.example,Possible C2/phishing infrastructure domain
TRN01600,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01601,ipv4,198.51.100.62,Possible C2 or scanning source/destination address
TRN01601,domain,node-1601-sync.example,Possible C2/phishing infrastructure domain
TRN01602,ipv4,198.51.100.63,Possible C2 or scanning source/destination address
TRN01602,domain,node-1602-sync.example,Possible C2/phishing infrastructure domain
TRN01602,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01603,ipv4,198.51.100.64,Possible C2 or scanning source/destination address
TRN01603,domain,node-1603-sync.example,Possible C2/phishing infrastructure domain
TRN01606,ipv4,198.51.100.67,Possible C2 or scanning source/destination address
TRN01606,domain,node-1606-sync.example,Possible C2/phishing infrastructure domain
TRN01609,ipv4,198.51.100.70,Possible C2 or scanning source/destination address
TRN01609,domain,node-1609-sync.example,Possible C2/phishing infrastructure domain
TRN01610,ipv4,198.51.100.71,Possible C2 or scanning source/destination address
TRN01610,domain,node-1610-sync.example,Possible C2/phishing infrastructure domain
TRN01611,ipv4,198.51.100.72,Possible C2 or scanning source/destination address
TRN01611,domain,node-1611-sync.example,Possible C2/phishing infrastructure domain
TRN01615,ipv4,198.51.100.76,Possible C2 or scanning source/destination address
TRN01615,domain,node-1615-sync.example,Possible C2/phishing infrastructure domain
TRN01615,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01616,ipv4,198.51.100.77,Possible C2 or scanning source/destination address
TRN01616,domain,node-1616-sync.example,Possible C2/phishing infrastructure domain
TRN01618,ipv4,198.51.100.79,Possible C2 or scanning source/destination address
TRN01618,domain,node-1618-sync.example,Possible C2/phishing infrastructure domain
TRN01618,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01619,ipv4,198.51.100.80,Possible C2 or scanning source/destination address
TRN01619,domain,node-1619-sync.example,Possible C2/phishing infrastructure domain
TRN01622,ipv4,198.51.100.83,Possible C2 or scanning source/destination address
TRN01622,domain,node-1622-sync.example,Possible C2/phishing infrastructure domain
TRN01623,ipv4,198.51.100.84,Possible C2 or scanning source/destination address
TRN01623,domain,node-1623-sync.example,Possible C2/phishing infrastructure domain
TRN01632,ipv4,198.51.100.93,Possible C2 or scanning source/destination address
TRN01632,domain,node-1632-sync.example,Possible C2/phishing infrastructure domain
TRN01635,ipv4,198.51.100.96,Possible C2 or scanning source/destination address
TRN01635,domain,node-1635-sync.example,Possible C2/phishing infrastructure domain
TRN01636,ipv4,198.51.100.97,Possible C2 or scanning source/destination address
TRN01636,domain,node-1636-sync.example,Possible C2/phishing infrastructure domain
TRN01637,ipv4,198.51.100.98,Possible C2 or scanning source/destination address
TRN01637,domain,node-1637-sync.example,Possible C2/phishing infrastructure domain
TRN01639,ipv4,198.51.100.100,Possible C2 or scanning source/destination address
TRN01639,domain,node-1639-sync.example,Possible C2/phishing infrastructure domain
TRN01641,ipv4,198.51.100.102,Possible C2 or scanning source/destination address
TRN01641,domain,node-1641-sync.example,Possible C2/phishing infrastructure domain
TRN01646,ipv4,198.51.100.107,Possible C2 or scanning source/destination address
TRN01646,domain,node-1646-sync.example,Possible C2/phishing infrastructure domain
TRN01647,ipv4,198.51.100.108,Possible C2 or scanning source/destination address
TRN01647,domain,node-1647-sync.example,Possible C2/phishing infrastructure domain
TRN01650,ipv4,198.51.100.111,Possible C2 or scanning source/destination address
TRN01650,domain,node-1650-sync.example,Possible C2/phishing infrastructure domain
TRN01653,ipv4,198.51.100.114,Possible C2 or scanning source/destination address
TRN01653,domain,node-1653-sync.example,Possible C2/phishing infrastructure domain
TRN01654,ipv4,198.51.100.115,Possible C2 or scanning source/destination address
TRN01654,domain,node-1654-sync.example,Possible C2/phishing infrastructure domain
TRN01655,ipv4,198.51.100.116,Possible C2 or scanning source/destination address
TRN01655,domain,node-1655-sync.example,Possible C2/phishing infrastructure domain
TRN01656,ipv4,198.51.100.117,Possible C2 or scanning source/destination address
TRN01656,domain,node-1656-sync.example,Possible C2/phishing infrastructure domain
TRN01657,ipv4,198.51.100.118,Possible C2 or scanning source/destination address
TRN01657,domain,node-1657-sync.example,Possible C2/phishing infrastructure domain
TRN01660,ipv4,198.51.100.121,Possible C2 or scanning source/destination address
TRN01660,domain,node-1660-sync.example,Possible C2/phishing infrastructure domain
TRN01661,ipv4,198.51.100.122,Possible C2 or scanning source/destination address
TRN01661,domain,node-1661-sync.example,Possible C2/phishing infrastructure domain
TRN01666,ipv4,198.51.100.127,Possible C2 or scanning source/destination address
TRN01666,domain,node-1666-sync.example,Possible C2/phishing infrastructure domain
TRN01666,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01669,ipv4,198.51.100.130,Possible C2 or scanning source/destination address
TRN01669,domain,node-1669-sync.example,Possible C2/phishing infrastructure domain
TRN01669,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01670,ipv4,198.51.100.131,Possible C2 or scanning source/destination address
TRN01670,domain,node-1670-sync.example,Possible C2/phishing infrastructure domain
TRN01671,ipv4,198.51.100.132,Possible C2 or scanning source/destination address
TRN01671,domain,node-1671-sync.example,Possible C2/phishing infrastructure domain
TRN01674,ipv4,198.51.100.135,Possible C2 or scanning source/destination address
TRN01674,domain,node-1674-sync.example,Possible C2/phishing infrastructure domain
TRN01674,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01681,ipv4,198.51.100.142,Possible C2 or scanning source/destination address
TRN01681,domain,node-1681-sync.example,Possible C2/phishing infrastructure domain
TRN01684,ipv4,198.51.100.145,Possible C2 or scanning source/destination address
TRN01684,domain,node-1684-sync.example,Possible C2/phishing infrastructure domain
TRN01687,ipv4,198.51.100.148,Possible C2 or scanning source/destination address
TRN01687,domain,node-1687-sync.example,Possible C2/phishing infrastructure domain
TRN01687,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01688,ipv4,198.51.100.149,Possible C2 or scanning source/destination address
TRN01688,domain,node-1688-sync.example,Possible C2/phishing infrastructure domain
TRN01689,ipv4,198.51.100.150,Possible C2 or scanning source/destination address
TRN01689,domain,node-1689-sync.example,Possible C2/phishing infrastructure domain
TRN01690,ipv4,198.51.100.151,Possible C2 or scanning source/destination address
TRN01690,domain,node-1690-sync.example,Possible C2/phishing infrastructure domain
TRN01690,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01692,ipv4,198.51.100.153,Possible C2 or scanning source/destination address
TRN01692,domain,node-1692-sync.example,Possible C2/phishing infrastructure domain
TRN01694,ipv4,198.51.100.155,Possible C2 or scanning source/destination address
TRN01694,domain,node-1694-sync.example,Possible C2/phishing infrastructure domain
TRN01697,ipv4,198.51.100.158,Possible C2 or scanning source/destination address
TRN01697,domain,node-1697-sync.example,Possible C2/phishing infrastructure domain
TRN01697,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01698,ipv4,198.51.100.159,Possible C2 or scanning source/destination address
TRN01698,domain,node-1698-sync.example,Possible C2/phishing infrastructure domain
TRN01704,ipv4,198.51.100.165,Possible C2 or scanning source/destination address
TRN01704,domain,node-1704-sync.example,Possible C2/phishing infrastructure domain
TRN01704,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01705,ipv4,198.51.100.166,Possible C2 or scanning source/destination address
TRN01705,domain,node-1705-sync.example,Possible C2/phishing infrastructure domain
TRN01707,ipv4,198.51.100.168,Possible C2 or scanning source/destination address
TRN01707,domain,node-1707-sync.example,Possible C2/phishing infrastructure domain
TRN01710,ipv4,198.51.100.171,Possible C2 or scanning source/destination address
TRN01710,domain,node-1710-sync.example,Possible C2/phishing infrastructure domain
TRN01710,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01711,ipv4,198.51.100.172,Possible C2 or scanning source/destination address
TRN01711,domain,node-1711-sync.example,Possible C2/phishing infrastructure domain
TRN01711,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01712,ipv4,198.51.100.173,Possible C2 or scanning source/destination address
TRN01712,domain,node-1712-sync.example,Possible C2/phishing infrastructure domain
TRN01712,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01718,ipv4,198.51.100.179,Possible C2 or scanning source/destination address
TRN01718,domain,node-1718-sync.example,Possible C2/phishing infrastructure domain
TRN01725,ipv4,198.51.100.186,Possible C2 or scanning source/destination address
TRN01725,domain,node-1725-sync.example,Possible C2/phishing infrastructure domain
TRN01725,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01731,ipv4,198.51.100.192,Possible C2 or scanning source/destination address
TRN01731,domain,node-1731-sync.example,Possible C2/phishing infrastructure domain
TRN01732,ipv4,198.51.100.193,Possible C2 or scanning source/destination address
TRN01732,domain,node-1732-sync.example,Possible C2/phishing infrastructure domain
TRN01732,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01734,ipv4,198.51.100.195,Possible C2 or scanning source/destination address
TRN01734,domain,node-1734-sync.example,Possible C2/phishing infrastructure domain
TRN01735,ipv4,198.51.100.196,Possible C2 or scanning source/destination address
TRN01735,domain,node-1735-sync.example,Possible C2/phishing infrastructure domain
TRN01740,ipv4,198.51.100.201,Possible C2 or scanning source/destination address
TRN01740,domain,node-1740-sync.example,Possible C2/phishing infrastructure domain
TRN01741,ipv4,198.51.100.202,Possible C2 or scanning source/destination address
TRN01741,domain,node-1741-sync.example,Possible C2/phishing infrastructure domain
TRN01741,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01742,ipv4,198.51.100.203,Possible C2 or scanning source/destination address
TRN01742,domain,node-1742-sync.example,Possible C2/phishing infrastructure domain
TRN01742,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01750,ipv4,198.51.100.211,Possible C2 or scanning source/destination address
TRN01750,domain,node-1750-sync.example,Possible C2/phishing infrastructure domain
TRN01750,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01751,ipv4,198.51.100.212,Possible C2 or scanning source/destination address
TRN01751,domain,node-1751-sync.example,Possible C2/phishing infrastructure domain
TRN01753,ipv4,198.51.100.214,Possible C2 or scanning source/destination address
TRN01753,domain,node-1753-sync.example,Possible C2/phishing infrastructure domain
TRN01754,ipv4,198.51.100.215,Possible C2 or scanning source/destination address
TRN01754,domain,node-1754-sync.example,Possible C2/phishing infrastructure domain
TRN01754,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01757,ipv4,198.51.100.218,Possible C2 or scanning source/destination address
TRN01757,domain,node-1757-sync.example,Possible C2/phishing infrastructure domain
TRN01759,ipv4,198.51.100.220,Possible C2 or scanning source/destination address
TRN01759,domain,node-1759-sync.example,Possible C2/phishing infrastructure domain
TRN01760,ipv4,198.51.100.1,Possible C2 or scanning source/destination address
TRN01760,domain,node-1760-sync.example,Possible C2/phishing infrastructure domain
TRN01761,ipv4,198.51.100.2,Possible C2 or scanning source/destination address
TRN01761,domain,node-1761-sync.example,Possible C2/phishing infrastructure domain
TRN01761,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01762,ipv4,198.51.100.3,Possible C2 or scanning source/destination address
TRN01762,domain,node-1762-sync.example,Possible C2/phishing infrastructure domain
TRN01768,ipv4,198.51.100.9,Possible C2 or scanning source/destination address
TRN01768,domain,node-1768-sync.example,Possible C2/phishing infrastructure domain
TRN01768,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01769,ipv4,198.51.100.10,Possible C2 or scanning source/destination address
TRN01769,domain,node-1769-sync.example,Possible C2/phishing infrastructure domain
TRN01769,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01771,ipv4,198.51.100.12,Possible C2 or scanning source/destination address
TRN01771,domain,node-1771-sync.example,Possible C2/phishing infrastructure domain
TRN01774,ipv4,198.51.100.15,Possible C2 or scanning source/destination address
TRN01774,domain,node-1774-sync.example,Possible C2/phishing infrastructure domain
TRN01774,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01779,ipv4,198.51.100.20,Possible C2 or scanning source/destination address
TRN01779,domain,node-1779-sync.example,Possible C2/phishing infrastructure domain
TRN01780,ipv4,198.51.100.21,Possible C2 or scanning source/destination address
TRN01780,domain,node-1780-sync.example,Possible C2/phishing infrastructure domain
TRN01780,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01780,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01781,ipv4,198.51.100.22,Possible C2 or scanning source/destination address
TRN01781,domain,node-1781-sync.example,Possible C2/phishing infrastructure domain
TRN01782,ipv4,198.51.100.23,Possible C2 or scanning source/destination address
TRN01782,domain,node-1782-sync.example,Possible C2/phishing infrastructure domain
TRN01782,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01783,ipv4,198.51.100.24,Possible C2 or scanning source/destination address
TRN01783,domain,node-1783-sync.example,Possible C2/phishing infrastructure domain
TRN01784,ipv4,198.51.100.25,Possible C2 or scanning source/destination address
TRN01784,domain,node-1784-sync.example,Possible C2/phishing infrastructure domain
TRN01784,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01786,ipv4,198.51.100.27,Possible C2 or scanning source/destination address
TRN01786,domain,node-1786-sync.example,Possible C2/phishing infrastructure domain
TRN01788,ipv4,198.51.100.29,Possible C2 or scanning source/destination address
TRN01788,domain,node-1788-sync.example,Possible C2/phishing infrastructure domain
TRN01791,ipv4,198.51.100.32,Possible C2 or scanning source/destination address
TRN01791,domain,node-1791-sync.example,Possible C2/phishing infrastructure domain
TRN01795,ipv4,198.51.100.36,Possible C2 or scanning source/destination address
TRN01795,domain,node-1795-sync.example,Possible C2/phishing infrastructure domain
TRN01795,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01798,ipv4,198.51.100.39,Possible C2 or scanning source/destination address
TRN01798,domain,node-1798-sync.example,Possible C2/phishing infrastructure domain
TRN01801,ipv4,198.51.100.42,Possible C2 or scanning source/destination address
TRN01801,domain,node-1801-sync.example,Possible C2/phishing infrastructure domain
TRN01803,ipv4,198.51.100.44,Possible C2 or scanning source/destination address
TRN01803,domain,node-1803-sync.example,Possible C2/phishing infrastructure domain
TRN01805,ipv4,198.51.100.46,Possible C2 or scanning source/destination address
TRN01805,domain,node-1805-sync.example,Possible C2/phishing infrastructure domain
TRN01807,ipv4,198.51.100.48,Possible C2 or scanning source/destination address
TRN01807,domain,node-1807-sync.example,Possible C2/phishing infrastructure domain
TRN01809,ipv4,198.51.100.50,Possible C2 or scanning source/destination address
TRN01809,domain,node-1809-sync.example,Possible C2/phishing infrastructure domain
TRN01810,ipv4,198.51.100.51,Possible C2 or scanning source/destination address
TRN01810,domain,node-1810-sync.example,Possible C2/phishing infrastructure domain
TRN01811,ipv4,198.51.100.52,Possible C2 or scanning source/destination address
TRN01811,domain,node-1811-sync.example,Possible C2/phishing infrastructure domain
TRN01812,ipv4,198.51.100.53,Possible C2 or scanning source/destination address
TRN01812,domain,node-1812-sync.example,Possible C2/phishing infrastructure domain
TRN01818,ipv4,198.51.100.59,Possible C2 or scanning source/destination address
TRN01818,domain,node-1818-sync.example,Possible C2/phishing infrastructure domain
TRN01819,ipv4,198.51.100.60,Possible C2 or scanning source/destination address
TRN01819,domain,node-1819-sync.example,Possible C2/phishing infrastructure domain
TRN01830,ipv4,198.51.100.71,Possible C2 or scanning source/destination address
TRN01830,domain,node-1830-sync.example,Possible C2/phishing infrastructure domain
TRN01835,ipv4,198.51.100.76,Possible C2 or scanning source/destination address
TRN01835,domain,node-1835-sync.example,Possible C2/phishing infrastructure domain
TRN01838,ipv4,198.51.100.79,Possible C2 or scanning source/destination address
TRN01838,domain,node-1838-sync.example,Possible C2/phishing infrastructure domain
TRN01843,ipv4,198.51.100.84,Possible C2 or scanning source/destination address
TRN01843,domain,node-1843-sync.example,Possible C2/phishing infrastructure domain
TRN01843,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01845,ipv4,198.51.100.86,Possible C2 or scanning source/destination address
TRN01845,domain,node-1845-sync.example,Possible C2/phishing infrastructure domain
TRN01845,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01846,ipv4,198.51.100.87,Possible C2 or scanning source/destination address
TRN01846,domain,node-1846-sync.example,Possible C2/phishing infrastructure domain
TRN01847,ipv4,198.51.100.88,Possible C2 or scanning source/destination address
TRN01847,domain,node-1847-sync.example,Possible C2/phishing infrastructure domain
TRN01851,ipv4,198.51.100.92,Possible C2 or scanning source/destination address
TRN01851,domain,node-1851-sync.example,Possible C2/phishing infrastructure domain
TRN01856,ipv4,198.51.100.97,Possible C2 or scanning source/destination address
TRN01856,domain,node-1856-sync.example,Possible C2/phishing infrastructure domain
TRN01856,threat_actor,Kalahari Jackal,Named actor/malware associated with energy-sector targeting
TRN01866,ipv4,198.51.100.107,Possible C2 or scanning source/destination address
TRN01866,domain,node-1866-sync.example,Possible C2/phishing infrastructure domain
TRN01868,ipv4,198.51.100.109,Possible C2 or scanning source/destination address
TRN01868,domain,node-1868-sync.example,Possible C2/phishing infrastructure domain
TRN01872,ipv4,198.51.100.113,Possible C2 or scanning source/destination address
TRN01872,domain,node-1872-sync.example,Possible C2/phishing infrastructure domain
TRN01874,ipv4,198.51.100.115,Possible C2 or scanning source/destination address
TRN01874,domain,node-1874-sync.example,Possible C2/phishing infrastructure domain
TRN01874,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01876,ipv4,198.51.100.117,Possible C2 or scanning source/destination address
TRN01876,domain,node-1876-sync.example,Possible C2/phishing infrastructure domain
TRN01877,ipv4,198.51.100.118,Possible C2 or scanning source/destination address
TRN01877,domain,node-1877-sync.example,Possible C2/phishing infrastructure domain
TRN01878,ipv4,198.51.100.119,Possible C2 or scanning source/destination address
TRN01878,domain,node-1878-sync.example,Possible C2/phishing infrastructure domain
TRN01880,ipv4,198.51.100.121,Possible C2 or scanning source/destination address
TRN01880,domain,node-1880-sync.example,Possible C2/phishing infrastructure domain
TRN01880,malware,Sandstorm Loader,Named actor/malware associated with energy-sector targeting
TRN01881,ipv4,198.51.100.122,Possible C2 or scanning source/destination address
TRN01881,domain,node-1881-sync.example,Possible C2/phishing infrastructure domain
TRN01881,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01883,ipv4,198.51.100.124,Possible C2 or scanning source/destination address
TRN01883,domain,node-1883-sync.example,Possible C2/phishing infrastructure domain
TRN01887,ipv4,198.51.100.128,Possible C2 or scanning source/destination address
TRN01887,domain,node-1887-sync.example,Possible C2/phishing infrastructure domain
TRN01887,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01888,ipv4,198.51.100.129,Possible C2 or scanning source/destination address
TRN01888,domain,node-1888-sync.example,Possible C2/phishing infrastructure domain
TRN01888,malware,Dustrat,Named actor/malware associated with energy-sector targeting
TRN01889,ipv4,198.51.100.130,Possible C2 or scanning source/destination address
